	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
20124	LOC580818	1.06E-52	1.116617428	0.796	0.449	2.31E-48	AT-rich interactive domain-containing protein 1A isoform X1	spu:580818
23086	LOC587419	5.70E-193	1.116163649	0.344	0.019	1.24E-188	late histone H2B.L3	spu:587419
20942	LOC582369	3.05E-50	1.114488444	0.586	0.215	6.65E-46	double-stranded RNA-binding protein Staufen homolog 2 isoform X1	spu:582369
16573	LOC373354	3.04E-34	1.112379528	0.849	0.605	6.64E-30	"histone H1-beta, late embryonic"	spu:373354
20482	LOC581517	3.56E-63	1.105908463	0.849	0.469	7.78E-59	ataxin-2-like protein isoform X2	spu:581517
18533	LOC577855	4.62E-58	1.093120434	0.71	0.286	1.01E-53	guanine nucleotide-binding protein-like NSN1	spu:577855
20531	LOC581608	2.24E-45	1.085893625	0.688	0.34	4.89E-41	NA	NA
28369	vasa	8.97E-54	1.085471576	0.452	0.117	1.96E-49	NA	NA
26507	LOC752896	1.40E-64	1.084374647	0.919	0.552	3.06E-60	chromobox protein homolog 1	spu:752896
16569	LOC373350	6.61E-32	1.063811165	0.866	0.727	1.44E-27	"histone H1-gamma, late"	spu:373350
25179	LOC592290	7.61E-44	1.056561635	0.645	0.293	1.66E-39	serine/arginine repetitive matrix protein 1 isoform X1	spu:592290
18841	LOC578409	1.65E-42	1.056541243	0.5	0.176	3.59E-38	uncharacterized protein LOC578409	spu:578409
18735	LOC578215	4.40E-49	1.053086358	0.661	0.28	9.61E-45	G kinase-anchoring protein 1	spu:578215
28128	LOC764366	3.70E-49	1.051906721	0.72	0.357	8.08E-45	NA	NA
16589	LOC373382	1.08E-63	1.05189324	0.919	0.615	2.35E-59	mitochondrial ATP synthase alpha subunit precursor	spu:373382
16701	LOC548622	2.93E-62	1.047080595	0.914	0.698	6.40E-58	ATP synthase beta subunit	spu:548622
17119	LOC575292	2.58E-36	1.037132472	0.586	0.275	5.63E-32	HMG box-containing protein 4 isoform X1	spu:575292
7529	LOC105445697	2.42E-49	1.034269487	0.484	0.144	5.27E-45	NA	NA
17962	LOC576835	2.86E-113	1.029386111	1	0.973	6.25E-109	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835
17112	LOC575281	7.07E-47	1.020950018	0.812	0.489	1.54E-42	double-strand-break repair protein rad21 homolog	spu:575281
21191	LOC582923	4.24E-44	1.018528307	0.651	0.298	9.25E-40	serine/threonine-protein kinase tricorner	spu:582923
24354	LOC590442	1.27E-45	1.012038037	0.747	0.414	2.76E-41	protein LSM12 homolog B isoform X2	spu:590442
20102	LOC580770	1.45E-42	1.011553569	0.57	0.219	3.17E-38	protein regulator of cytokinesis 1 isoform X1	spu:580770
24564	LOC590932	1.46E-38	1.011268046	0.554	0.23	3.18E-34	NA	NA
7957	LOC105446793	9.81E-39	0.99546524	0.742	0.47	2.14E-34	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like	spu:105446793
24511	LOC590809	1.12E-59	0.992170721	0.505	0.136	2.45E-55	SAP30-binding protein	spu:590809
17799	LOC576544	1.81E-40	0.991374293	0.645	0.298	3.95E-36	protein ECT2	spu:576544
18663	LOC578079	2.27E-57	0.974593687	0.914	0.656	4.96E-53	uncharacterized protein LOC578079 isoform X1	spu:578079
27938	LOC763676	1.50E-36	0.969833291	0.538	0.224	3.27E-32	vacuolar protein sorting-associated protein 72 homolog	spu:763676
19894	LOC580365	1.98E-44	0.963983577	0.785	0.479	4.32E-40	mitochondrial-processing peptidase subunit beta	spu:580365
28175	LOC764523	1.89E-39	0.950740635	0.559	0.228	4.12E-35	protein 4.1 isoform X1	spu:764523
19164	LOC579034	7.58E-34	0.947167738	0.624	0.314	1.65E-29	transcriptional activator protein Pur-beta isoform X1	spu:579034
440	LOC100888440	3.50E-34	0.946353428	0.543	0.239	7.64E-30	"FYVE, RhoGEF and PH domain-containing protein 6 isoform X1"	spu:100888440
247	LOC100888118	0	0.943959267	0.306	0.005	0	NA	NA
23838	LOC589247	2.25E-48	0.943271739	0.876	0.621	4.90E-44	AT-rich interactive domain-containing protein 4A	spu:589247
24633	LOC591088	1.53E-53	0.939922853	0.505	0.147	3.35E-49	heat shock factor protein 1 isoform X1	spu:591088
16566	LOC373347	4.85E-70	0.939360485	0.403	0.072	1.06E-65	late histone H2B.L1	spu:373347
21523	LOC583658	1.66E-38	0.937779955	0.457	0.156	3.63E-34	zinc finger protein ubi-d4 isoform X2	spu:583658
24526	LOC590836	6.52E-180	0.935934355	0.344	0.02	1.42E-175	probable GPI-anchored adhesin-like protein PGA55	spu:590836
22703	LOC586477	1.12E-48	0.935188963	0.925	0.639	2.44E-44	60S ribosomal protein L3	spu:586477
23192	LOC587682	6.50E-65	0.931034142	0.344	0.057	1.42E-60	uncharacterized protein LOC587682	spu:587682
3215	LOC100893012	3.27E-47	0.927216929	0.446	0.125	7.14E-43	zinc finger protein 816	spu:100893012
4361	LOC105437488	6.82E-41	0.924274711	0.774	0.458	1.49E-36	uncharacterized protein LOC105437488	spu:105437488
27822	LOC763313	1.09E-48	0.920446156	0.898	0.565	2.38E-44	12 kDa FK506-binding protein	spu:763313
18664	LOC578080	1.81E-31	0.920084531	0.478	0.194	3.94E-27	rac GTPase-activating protein 1 isoform X1	spu:578080
24325	LOC590359	2.08E-32	0.918110964	0.608	0.315	4.54E-28	SNW domain-containing protein 1	spu:590359
18522	LOC577835	1.70E-40	0.91628798	0.478	0.162	3.71E-36	AT-rich interactive domain-containing protein 5B	spu:577835
21203	LOC582943	1.33E-41	0.899918064	0.78	0.462	2.90E-37	mothers against decapentaplegic homolog 5	spu:582943
19750	LOC580083	3.27E-55	0.899670567	0.925	0.707	7.14E-51	uncharacterized protein LOC580083 isoform X1	spu:580083
18926	LOC578567	1.97E-40	0.896296139	0.823	0.537	4.30E-36	transcriptional regulator ATRX homolog isoform X1	spu:578567
19484	LOC579629	2.70E-41	0.893655095	0.672	0.292	5.90E-37	NA	NA
23644	LOC588782	6.80E-31	0.890940617	0.484	0.2	1.48E-26	"serine--tRNA ligase, cytoplasmic"	spu:588782
18957	LOC578627	3.72E-46	0.890799511	0.914	0.687	8.12E-42	ras-related protein Rab-5B	spu:578627
21624	LOC583874	2.62E-31	0.890413673	0.468	0.178	5.71E-27	importin subunit alpha-1 isoform X1	spu:583874
25827	LOC593807	8.65E-42	0.887463646	0.828	0.493	1.89E-37	targeting protein for Xklp2 homolog isoform X1	spu:593807
4277	LOC105437259	1.32E-37	0.880351493	0.763	0.475	2.88E-33	transcriptional adapter 2-beta	spu:105437259
22558	LOC586140	6.13E-32	0.880193849	0.527	0.237	1.34E-27	protein Red	spu:586140
23182	LOC587667	1.87E-37	0.873583232	0.608	0.282	4.09E-33	protein max isoform X1	spu:587667
20300	LOC581153	1.73E-41	0.873173696	0.79	0.46	3.77E-37	tropomodulin-2	spu:581153
26667	LOC753487	3.09E-39	0.871142327	0.833	0.596	6.74E-35	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487
19194	LOC579087	1.33E-50	0.870198222	0.328	0.064	2.90E-46	teneurin-3 isoform X1	spu:579087
1742	LOC100890532	2.03E-35	0.870071005	0.446	0.155	4.43E-31	NA	NA
20087	LOC580739	8.10E-57	0.8691657	0.968	0.777	1.77E-52	RNA-binding protein cabeza isoform X1	spu:580739
21144	LOC582833	5.55E-30	0.86508649	0.624	0.35	1.21E-25	titin	spu:582833
20748	LOC582001	6.94E-27	0.864960787	0.613	0.33	1.51E-22	DNA topoisomerase 2-alpha isoform X1	spu:582001
22765	LOC586618	1.45E-32	0.859760342	0.516	0.219	3.17E-28	WW domain-binding protein 11	spu:586618
23666	LOC588846	4.10E-40	0.856735639	0.5	0.18	8.95E-36	U4/U6 small nuclear ribonucleoprotein Prp31	spu:588846
22872	LOC586862	2.68E-29	0.85347924	0.532	0.245	5.86E-25	46 kDa FK506-binding nuclear protein isoform X1	spu:586862
18127	LOC577156	6.44E-31	0.850144631	0.672	0.393	1.41E-26	protein C19orf12 homolog isoform X1	spu:577156
23324	LOC587995	1.46E-30	0.849256836	0.532	0.229	3.19E-26	roundabout homolog 1 isoform X1	spu:587995
5505	LOC105440291	4.04E-30	0.848429872	0.554	0.265	8.81E-26	NA	NA
21636	LOC583913	2.70E-31	0.84304277	0.758	0.532	5.89E-27	pre-mRNA-splicing factor SYF2 isoform X2	spu:583913
1417	LOC100890018	2.96E-118	0.841381069	0.269	0.019	6.45E-114	uncharacterized protein LOC100890018 isoform X1	spu:100890018
25089	LOC592098	2.59E-70	0.841131314	0.995	0.88	5.66E-66	60S ribosomal protein L18a	spu:592098
20914	LOC582325	2.83E-48	0.8408371	0.935	0.697	6.18E-44	ADP-ribosylation factor 1	spu:582325
663	LOC100888793	2.14E-29	0.839493977	0.392	0.138	4.66E-25	protein YABBY 3 isoform X1	spu:100888793
3518	LOC100893494	7.04E-28	0.837723889	0.661	0.404	1.54E-23	RWD domain-containing protein 4	spu:100893494
94	LOC100887863	3.57E-60	0.837098734	0.339	0.059	7.80E-56	tudor domain-containing protein 1 isoform X2	spu:100887863
6643	LOC105443339	9.43E-68	0.835524256	0.328	0.05	2.06E-63	NA	NA
6449	LOC105442790	3.48E-36	0.835177246	0.328	0.085	7.60E-32	NA	NA
18486	LOC577783	9.00E-28	0.833414639	0.522	0.246	1.96E-23	"aconitate hydratase, mitochondrial isoform X1"	spu:577783
24136	LOC589923	5.68E-39	0.830624658	0.898	0.694	1.24E-34	afadin isoform X1	spu:589923
19196	LOC579091	2.16E-30	0.830502181	0.419	0.149	4.71E-26	kinesin-like protein KIF20B isoform X1	spu:579091
23503	LOC588463	3.80E-26	0.829565429	0.575	0.312	8.29E-22	metal regulatory transcription factor 1	spu:588463
22275	LOC585461	2.56E-52	0.829020704	0.968	0.856	5.58E-48	ubiquitin-conjugating enzyme E2 R2	spu:585461
24746	LOC591382	1.19E-29	0.825844435	0.484	0.205	2.60E-25	PIN2/TERF1-interacting telomerase inhibitor 1	spu:591382
22009	LOC584816	1.21E-32	0.823811909	0.511	0.204	2.65E-28	rho guanine nucleotide exchange factor 3 isoform X1	spu:584816
19943	LOC580457	5.36E-29	0.820630358	0.613	0.332	1.17E-24	F-box only protein 11 isoform X1	spu:580457
17769	LOC576487	3.52E-19	0.819703461	0.5	0.294	7.69E-15	zinc finger RNA-binding protein isoform X1	spu:576487
19767	LOC580113	1.72E-21	0.818211717	0.597	0.375	3.75E-17	50 kDa gamma-zein isoform X2	spu:580113
16946	LOC574996	1.41E-29	0.817476861	0.565	0.283	3.07E-25	UPF0472 protein C16orf72 homolog	spu:574996
20790	LOC582089	1.17E-38	0.817049083	0.387	0.11	2.56E-34	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	spu:582089
18777	LOC578296	1.23E-27	0.816736132	0.484	0.219	2.69E-23	NF-kappa-B-activating protein	spu:578296
22015	LOC584837	5.68E-25	0.815372654	0.602	0.36	1.24E-20	histone lysine demethylase PHF8 isoform X1	spu:584837
28368	VAMP	1.97E-27	0.812318091	0.699	0.473	4.30E-23	NA	NA
20430	LOC581408	1.49E-42	0.809219644	0.371	0.093	3.25E-38	peroxiredoxin	spu:581408
22588	LOC586214	7.28E-27	0.808846585	0.608	0.348	1.59E-22	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"	spu:586214
19328	LOC579327	3.74E-24	0.805405686	0.581	0.341	8.16E-20	NA	NA
17274	LOC575596	1.37E-33	0.802437492	0.86	0.638	2.99E-29	programmed cell death protein 4	spu:575596
24285	LOC590272	2.85E-24	0.802144883	0.505	0.253	6.21E-20	protein AF-10 isoform X2	spu:590272
1920	LOC100890824	1.63E-31	0.799164522	0.468	0.171	3.56E-27	RNA binding protein fox-1 homolog 3 isoform X1	spu:100890824
1433	LOC100890040	2.90E-42	0.798692809	0.935	0.758	6.32E-38	lysosomal-associated transmembrane protein 4A	spu:100890040
17579	LOC576144	2.65E-33	0.790178871	0.333	0.092	5.79E-29	importin subunit beta-1	spu:576144
20553	LOC581660	4.11E-29	0.787891473	0.344	0.109	8.96E-25	centromere protein K	spu:581660
4780	LOC105438521	1.13E-29	0.786759157	0.392	0.137	2.48E-25	pre-mRNA-splicing factor CWC22 homolog	spu:105438521
8098	LOC105447194	6.14E-76	0.785893294	0.989	0.931	1.34E-71	gamma-aminobutyric acid receptor-associated protein	spu:105447194
18105	LOC577120	1.16E-27	0.779976868	0.371	0.13	2.53E-23	THAP domain-containing protein 5	spu:577120
21809	LOC584338	3.55E-25	0.778652212	0.613	0.363	7.75E-21	LOW QUALITY PROTEIN: splicing regulatory glutamine/lysine-rich protein 1	spu:584338
22187	LOC585260	4.22E-21	0.778205174	0.425	0.198	9.21E-17	LOW QUALITY PROTEIN: transcriptional repressor protein YY1	spu:585260
5622	LOC105440594	4.84E-27	0.778110327	0.473	0.197	1.06E-22	NA	NA
4446	LOC105437666	6.45E-41	0.777883816	0.301	0.064	1.41E-36	TATA box-binding protein-associated factor RNA polymerase I subunit B-like	spu:105437666
18456	LOC577721	3.35E-32	0.773468718	0.79	0.527	7.30E-28	"stress-70 protein, mitochondrial"	spu:577721
19162	LOC579031	1.19E-25	0.772521695	0.468	0.206	2.59E-21	probable ribonuclease ZC3H12C	spu:579031
21038	LOC582590	3.76E-29	0.769521855	0.763	0.539	8.21E-25	LOW QUALITY PROTEIN: PHD and RING finger domain-containing protein 1	spu:582590
22883	LOC586881	2.66E-37	0.768741159	0.833	0.576	5.80E-33	flotillin-2a	spu:586881
17845	LOC576641	3.04E-35	0.76846454	0.785	0.413	6.62E-31	proliferation-associated protein 2G4	spu:576641
5180	LOC105439514	2.62E-101	0.766968122	0.253	0.02	5.72E-97	uncharacterized protein CG13380-like	spu:105439514
25121	LOC592177	1.58E-46	0.766547413	0.968	0.709	3.44E-42	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177
16915	LOC574929	1.54E-26	0.766242744	0.704	0.467	3.35E-22	uncharacterized protein LOC574929	spu:574929
18538	LOC577863	6.94E-25	0.764277946	0.409	0.167	1.52E-20	dnaJ homolog subfamily C member 21 isoform X1	spu:577863
16775	LOC574675	4.62E-26	0.762951113	0.586	0.31	1.01E-21	LOW QUALITY PROTEIN: FAS-associated factor 2	spu:574675
17736	LOC576431	5.94E-21	0.762438261	0.548	0.327	1.30E-16	double-stranded RNA-specific editase 1	spu:576431
21250	LOC583044	8.56E-30	0.761635226	0.349	0.11	1.87E-25	E3 ubiquitin-protein ligase ZNF598	spu:583044
20962	LOC582414	2.95E-27	0.761584779	0.398	0.147	6.44E-23	serine/arginine repetitive matrix protein 2	spu:582414
1175	LOC100889604	6.91E-29	0.760678621	0.36	0.118	1.51E-24	zinc finger protein 652-B isoform X1	spu:100889604
23905	LOC589410	2.98E-28	0.75749094	0.339	0.107	6.50E-24	nucleolar MIF4G domain-containing protein 1	spu:589410
24509	LOC590807	2.57E-34	0.757130534	0.366	0.106	5.61E-30	THO complex subunit 2 isoform X1	spu:590807
18240	LOC577351	7.08E-23	0.756479525	0.43	0.192	1.55E-18	pre-mRNA-splicing factor CWC25 homolog	spu:577351
17572	LOC576136	2.10E-23	0.753403626	0.608	0.365	4.58E-19	SWI/SNF complex subunit SMARCC2 isoform X1	spu:576136
28188	LOC764563	1.66E-26	0.75338137	0.699	0.437	3.63E-22	LOW QUALITY PROTEIN: cyclin-dependent kinase 11B	spu:764563
23542	LOC588549	5.18E-17	0.751342399	0.457	0.26	1.13E-12	serine/arginine repetitive matrix protein 2	spu:588549
18224	LOC577326	3.21E-25	0.751005645	0.661	0.414	7.01E-21	cleavage and polyadenylation specificity factor subunit 6 isoform X1	spu:577326
17073	LOC575208	4.30E-25	0.749173619	0.618	0.351	9.38E-21	death-inducer obliterator 1 isoform X1	spu:575208
25921	LOC594043	1.73E-51	0.7466761	0.968	0.809	3.78E-47	heterogeneous nuclear ribonucleoprotein H3 isoform X1	spu:594043
1511	LOC100890169	3.65E-31	0.744147004	0.489	0.186	7.96E-27	NA	NA
17454	LOC575917	5.81E-32	0.74009976	0.296	0.076	1.27E-27	G patch domain-containing protein 3	spu:575917
18995	LOC578712	7.30E-39	0.735875806	0.263	0.053	1.59E-34	"39S ribosomal protein L1, mitochondrial"	spu:578712
17146	LOC575347	2.20E-84	0.73512619	1	0.979	4.80E-80	cytochrome c	spu:575347
17352	LOC575732	4.22E-40	0.734903353	0.898	0.705	9.21E-36	"selenide, water dikinase"	spu:575732
4307	LOC105437344	1.22E-38	0.731319816	0.285	0.061	2.67E-34	uncharacterized protein K02A2.6	spu:105437344
21189	LOC582919	1.14E-15	0.728178207	0.414	0.224	2.49E-11	U3 small nucleolar RNA-interacting protein 2 isoform X1	spu:582919
20587	LOC581723	5.03E-21	0.727103145	0.532	0.298	1.10E-16	regulator of nonsense transcripts 1	spu:581723
24514	LOC590813	1.26E-15	0.726272863	0.489	0.312	2.74E-11	cytoplasmic dynein 1 light intermediate chain 2 isoform X2	spu:590813
21005	LOC582506	1.30E-19	0.725877743	0.435	0.214	2.85E-15	OTU domain-containing protein 5-B isoform X2	spu:582506
20538	LOC581625	3.87E-22	0.724129392	0.403	0.169	8.46E-18	helicase-like transcription factor isoform X1	spu:581625
16685	LOC414053	5.25E-22	0.723915043	0.559	0.322	1.15E-17	guanine nucleotide-binding protein G(s) alpha subunit	spu:414053
25288	LOC592537	8.14E-18	0.723193218	0.473	0.26	1.78E-13	macoilin	spu:592537
18596	LOC577957	1.00E-21	0.722615653	0.409	0.181	2.19E-17	sarcolemmal membrane-associated protein isoform X1	spu:577957
16563	LOC373343	2.02E-21	0.721318492	0.328	0.122	4.41E-17	histone H4	spu:373343
192	LOC100888025	1.00E-22	0.721130298	0.64	0.406	2.19E-18	male-specific lethal 1-like 1	spu:100888025
22423	LOC585814	3.00E-23	0.719790531	0.339	0.12	6.54E-19	"centriole, cilia and spindle-associated protein isoform X2"	spu:585814
21139	LOC582822	1.82E-21	0.719387385	0.731	0.553	3.97E-17	eukaryotic translation initiation factor 5	spu:582822
4	HDAC1	5.50E-20	0.715177616	0.624	0.409	1.20E-15	NA	NA
17504	LOC576016	5.81E-29	0.714759337	0.78	0.503	1.27E-24	nucleolar protein 58	spu:576016
23121	LOC587506	1.02E-17	0.714491277	0.511	0.301	2.23E-13	transducin-like enhancer protein 4 isoform X1	spu:587506
27891	LOC763515	8.23E-24	0.713607517	0.323	0.11	1.80E-19	AP-3 complex subunit delta-1 isoform X1	spu:763515
24400	LOC590548	2.54E-55	0.713309379	0.285	0.045	5.54E-51	rRNA-processing protein UTP23 homolog	spu:590548
20813	LOC582130	2.94E-27	0.713297351	0.796	0.555	6.41E-23	eukaryotic translation initiation factor 3 subunit C	spu:582130
24567	LOC590938	1.13E-22	0.709329399	0.392	0.159	2.46E-18	"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	spu:590938
1091	LOC100889482	6.97E-22	0.707467567	0.274	0.088	1.52E-17	NA	NA
19030	LOC578784	8.42E-40	0.706905214	0.962	0.742	1.84E-35	uncharacterized protein LOC578784 isoform X1	spu:578784
23790	LOC589147	2.21E-20	0.704934243	0.489	0.263	4.83E-16	SUMO-conjugating enzyme UBC9	spu:589147
24048	LOC589728	2.93E-17	0.70360017	0.559	0.363	6.39E-13	LOW QUALITY PROTEIN: probable JmjC domain-containing histone demethylation protein 2C	spu:589728
23606	LOC588692	5.12E-31	0.703391716	0.871	0.644	1.12E-26	pre-mRNA-processing factor 39	spu:588692
22093	LOC585032	1.12E-28	0.702638587	0.263	0.067	2.45E-24	rab GTPase-binding effector protein 1	spu:585032
19465	LOC579591	2.14E-31	0.700972361	0.296	0.077	4.67E-27	thyroid transcription factor 1-associated protein 26 homolog	spu:579591
19520	LOC579681	1.06E-15	0.700769684	0.409	0.218	2.31E-11	UBX domain-containing protein 1	spu:579681
27016	LOC754700	7.32E-27	0.700759795	0.296	0.087	1.60E-22	regulator of chromosome condensation	spu:754700
20971	LOC582434	1.63E-23	0.700515166	0.366	0.141	3.56E-19	signal recognition particle subunit SRP68	spu:582434
17534	LOC576066	6.93E-17	0.700505118	0.392	0.194	1.51E-12	dual specificity mitogen-activated protein kinase kinase 1 isoform X2	spu:576066
20188	LOC580948	6.63E-23	0.695416034	0.349	0.131	1.45E-18	FAS-associated factor 1	spu:580948
17448	LOC575905	1.65E-28	0.694645045	0.79	0.569	3.60E-24	ubiquitin-conjugating enzyme E2-17 kDa	spu:575905
21283	LOC583101	8.63E-28	0.694527356	0.78	0.572	1.88E-23	endothelial differentiation-related factor 1	spu:583101
23390	LOC588157	1.31E-65	0.693774495	1	0.958	2.86E-61	60S ribosomal protein L23a	spu:588157
27526	LOC757278	4.38E-27	0.692815011	0.382	0.133	9.57E-23	uncharacterized protein LOC757278	spu:757278
24809	LOC591524	4.81E-21	0.690318384	0.43	0.201	1.05E-16	LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 1	spu:591524
28172	LOC764515	1.80E-16	0.689855131	0.387	0.191	3.92E-12	upstream activation factor subunit spp27	spu:764515
20920	LOC582332	5.04E-14	0.68808424	0.258	0.104	1.10E-09	"histone H3, embryonic"	spu:582332
949	LOC100889253	3.24E-28	0.687733724	0.339	0.104	7.07E-24	suppressor of tumorigenicity 7 protein homolog isoform X1	spu:100889253
26099	LOC594568	2.33E-15	0.686933461	0.349	0.166	5.08E-11	PHD finger protein 12 isoform X1	spu:594568
16973	LOC575041	1.43E-14	0.684350507	0.581	0.436	3.12E-10	actin cytoskeleton-regulatory complex protein pan1	spu:575041
25933	LOC594083	1.37E-20	0.683047861	0.575	0.351	2.99E-16	putative uncharacterized protein DDB_G0271606	spu:594083
25525	LOC593041	3.89E-21	0.682910414	0.43	0.2	8.48E-17	male-specific lethal 3 homolog	spu:593041
7804	LOC105446422	6.43E-23	0.681255849	0.344	0.126	1.40E-18	DNA-directed RNA polymerase I subunit RPA43	spu:105446422
24756	LOC591399	1.98E-16	0.680752876	0.328	0.144	4.33E-12	NA	NA
19192	LOC579085	3.89E-15	0.680341907	0.522	0.356	8.49E-11	"ATP synthase subunit gamma, mitochondrial"	spu:579085
27941	LOC763682	6.10E-17	0.679529347	0.382	0.184	1.33E-12	ankyrin repeat domain-containing protein 17 isoform X1	spu:763682
17966	LOC576841	1.89E-21	0.678839486	0.624	0.391	4.13E-17	pre-mRNA-splicing factor CWC22 homolog	spu:576841
23404	LOC588193	5.49E-24	0.677167338	0.667	0.424	1.20E-19	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	spu:588193
2190	LOC100891267	1.59E-21	0.676904483	0.457	0.214	3.46E-17	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2"	spu:100891267
27154	LOC755431	3.61E-19	0.674869237	0.538	0.306	7.87E-15	microtubule-associated protein futsch	spu:755431
20573	LOC581703	3.02E-17	0.674781951	0.527	0.33	6.58E-13	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"	spu:581703
