	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
17554	LOC576113	6.45E-52	1.03071652	0.349	0.066	1.41E-47	ankyrin repeat and LEM domain-containing protein 1	spu:576113
18531	LOC577855	3.98E-34	1.030610476	0.602	0.281	8.68E-30	guanine nucleotide-binding protein-like NSN1	spu:577855
22701	LOC586477	2.36E-49	1.022649921	0.886	0.635	5.15E-45	60S ribosomal protein L3	spu:586477
5179	LOC105439514	9.29E-96	1.020392723	0.313	0.029	2.03E-91	uncharacterized protein CG13380-like	spu:105439514
20474	LOC581507	2.90E-41	1.009129433	0.458	0.138	6.33E-37	structural maintenance of chromosomes protein 5 isoform X1	spu:581507
19306	LOC579293	1.47E-74	1.008589863	0.988	0.907	3.21E-70	"histone H3, embryonic"	spu:579293
17351	LOC575732	5.63E-54	1.005181384	0.94	0.708	1.23E-49	"selenide, water dikinase"	spu:575732
16569	LOC373350	1.94E-22	0.999256208	0.819	0.743	4.23E-18	"histone H1-gamma, late"	spu:373350
28362	vasa	4.29E-48	0.961066587	0.38	0.082	9.36E-44	NA	NA
295	LOC100888193	1.28E-27	0.95869131	0.645	0.389	2.79E-23	uncharacterized protein LOC100888193	spu:100888193
28361	VAMP	6.81E-24	0.946563851	0.608	0.377	1.49E-19	NA	NA
20122	LOC580818	2.19E-34	0.940241717	0.765	0.49	4.79E-30	AT-rich interactive domain-containing protein 1A isoform X1	spu:580818
24630	LOC591088	2.81E-42	0.936485019	0.428	0.118	6.13E-38	heat shock factor protein 1 isoform X1	spu:591088
3	delta	3.61E-36	0.935856171	0.416	0.117	7.88E-32	NA	NA
17111	LOC575281	2.79E-35	0.935340154	0.807	0.589	6.09E-31	double-strand-break repair protein rad21 homolog	spu:575281
19482	LOC579629	3.44E-24	0.933251741	0.633	0.383	7.51E-20	NA	NA
19748	LOC580083	1.48E-35	0.926125395	0.867	0.722	3.22E-31	uncharacterized protein LOC580083 isoform X1	spu:580083
24261	LOC590220	5.07E-51	0.913038964	0.946	0.825	1.11E-46	NA	NA
6387	LOC105442620	1.39E-43	0.909770065	0.325	0.066	3.04E-39	NA	NA
3215	LOC100893012	6.01E-24	0.908558588	0.38	0.142	1.31E-19	zinc finger protein 816	spu:100893012
18125	LOC577156	4.08E-26	0.907746976	0.657	0.418	8.90E-22	protein C19orf12 homolog isoform X1	spu:577156
17960	LOC576835	3.30E-88	0.907585724	1	0.968	7.21E-84	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835
23320	LOC587995	5.35E-25	0.90706643	0.41	0.155	1.17E-20	roundabout homolog 1 isoform X1	spu:587995
28080	LOC764213	2.05E-25	0.906945858	0.554	0.287	4.48E-21	tyrosine-protein phosphatase non-receptor type 9	spu:764213
19625	LOC579871	3.37E-39	0.905116362	0.916	0.817	7.35E-35	DNA-binding protein HEXBP isoform X1	spu:579871
3933	LOC105436394	1.21E-29	0.904587758	0.855	0.742	2.65E-25	40S ribosomal protein S18	spu:105436394
25085	LOC592098	8.44E-48	0.902266508	0.94	0.818	1.84E-43	60S ribosomal protein L18a	spu:592098
20412	LOC581376	3.01E-47	0.899186625	0.97	0.874	6.57E-43	14-3-3 family protein artA isoform X1	spu:581376
17797	LOC576544	3.10E-27	0.89256599	0.651	0.38	6.76E-23	protein ECT2	spu:576544
18520	LOC577835	9.25E-23	0.885729744	0.41	0.171	2.02E-18	AT-rich interactive domain-containing protein 5B	spu:577835
6643	LOC105443339	3.07E-35	0.881012468	0.289	0.063	6.70E-31	NA	NA
23117	LOC587506	4.59E-22	0.872764822	0.506	0.264	1.00E-17	transducin-like enhancer protein 4 isoform X1	spu:587506
1433	LOC100890040	2.85E-38	0.872128768	0.898	0.75	6.22E-34	lysosomal-associated transmembrane protein 4A	spu:100890040
3518	LOC100893494	2.36E-23	0.866147804	0.578	0.341	5.15E-19	RWD domain-containing protein 4	spu:100893494
17843	LOC576641	1.22E-20	0.86063677	0.53	0.281	2.65E-16	proliferation-associated protein 2G4	spu:576641
25823	LOC593807	1.29E-26	0.851353011	0.789	0.577	2.82E-22	targeting protein for Xklp2 homolog isoform X1	spu:593807
19892	LOC580365	2.81E-22	0.849774865	0.705	0.538	6.14E-18	mitochondrial-processing peptidase subunit beta	spu:580365
26502	LOC752896	9.89E-31	0.847552868	0.819	0.632	2.16E-26	chromobox protein homolog 1	spu:752896
20100	LOC580770	4.07E-18	0.846661831	0.494	0.279	8.89E-14	protein regulator of cytokinesis 1 isoform X1	spu:580770
24351	LOC590442	5.92E-23	0.840184894	0.645	0.422	1.29E-18	protein LSM12 homolog B isoform X2	spu:590442
23386	LOC588157	1.34E-58	0.838063007	0.976	0.916	2.92E-54	60S ribosomal protein L23a	spu:588157
18955	LOC578627	3.24E-34	0.834119774	0.837	0.643	7.07E-30	ras-related protein Rab-5B	spu:578627
28184	LOC764563	1.73E-17	0.834117299	0.627	0.464	3.78E-13	LOW QUALITY PROTEIN: cyclin-dependent kinase 11B	spu:764563
18495	LOC577801	8.45E-50	0.831371804	0.277	0.043	1.84E-45	hypoxia-inducible factor 1-alpha	spu:577801
22868	LOC586862	6.38E-19	0.830280923	0.428	0.205	1.39E-14	46 kDa FK506-binding nuclear protein isoform X1	spu:586862
24508	LOC590809	4.49E-30	0.828938986	0.44	0.161	9.79E-26	SAP30-binding protein	spu:590809
18661	LOC578079	4.95E-31	0.824296363	0.831	0.676	1.08E-26	uncharacterized protein LOC578079 isoform X1	spu:578079
25174	LOC592290	2.53E-17	0.822375568	0.56	0.375	5.52E-13	serine/arginine repetitive matrix protein 1 isoform X1	spu:592290
5622	LOC105440594	2.04E-16	0.821468686	0.464	0.261	4.46E-12	NA	NA
26795	LOC753921	2.78E-19	0.820778309	0.59	0.397	6.07E-15	protein FAM50A isoform X1	spu:753921
25521	LOC593041	1.19E-24	0.819069524	0.494	0.232	2.59E-20	male-specific lethal 3 homolog	spu:593041
24752	LOC591399	2.65E-25	0.816765151	0.373	0.131	5.78E-21	NA	NA
27933	LOC763676	4.10E-16	0.816664541	0.452	0.255	8.94E-12	vacuolar protein sorting-associated protein 72 homolog	spu:763676
18222	LOC577326	2.12E-23	0.815779807	0.681	0.467	4.63E-19	cleavage and polyadenylation specificity factor subunit 6 isoform X1	spu:577326
25060	LOC592046	1.47E-38	0.810168346	0.94	0.825	3.21E-34	terminal nucleotidyltransferase 4B	spu:592046
23188	LOC587682	2.28E-26	0.809253382	0.259	0.065	4.97E-22	uncharacterized protein LOC587682	spu:587682
24561	LOC590932	1.76E-16	0.807513079	0.434	0.232	3.84E-12	NA	NA
28203	LOC764638	5.46E-27	0.806300475	0.765	0.59	1.19E-22	glycogen synthase kinase-3 beta	spu:764638
28126	LOC764368	9.61E-61	0.804241551	0.988	0.951	2.10E-56	40S ribosomal protein S8	spu:764368
25197	LOC592342	2.81E-18	0.804083207	0.5	0.284	6.13E-14	ubiquitin carboxyl-terminal hydrolase 5	spu:592342
23661	LOC588846	4.86E-19	0.80403141	0.428	0.21	1.06E-14	U4/U6 small nuclear ribonucleoprotein Prp31	spu:588846
17851	LOC576654	7.11E-54	0.802557013	0.982	0.919	1.55E-49	40S ribosomal protein S26 isoform X1	spu:576654
8098	LOC105447194	3.38E-58	0.802446931	0.988	0.89	7.38E-54	gamma-aminobutyric acid receptor-associated protein	spu:105447194
24322	LOC590359	3.94E-21	0.799474854	0.59	0.383	8.61E-17	SNW domain-containing protein 1	spu:590359
20746	LOC582001	8.43E-16	0.795834768	0.518	0.315	1.84E-11	DNA topoisomerase 2-alpha isoform X1	spu:582001
18986	LOC578693	1.48E-19	0.795470085	0.482	0.238	3.23E-15	lymphocyte-specific helicase	spu:578693
21521	LOC583658	3.53E-16	0.783139347	0.422	0.226	7.70E-12	zinc finger protein ubi-d4 isoform X2	spu:583658
5504	LOC105440291	1.43E-12	0.783101267	0.446	0.286	3.12E-08	NA	NA
24132	LOC589923	2.25E-28	0.776614104	0.849	0.712	4.91E-24	afadin isoform X1	spu:589923
19190	LOC579085	1.19E-11	0.774781508	0.476	0.334	2.60E-07	"ATP synthase subunit gamma, mitochondrial"	spu:579085
23512	LOC588503	1.98E-77	0.772343464	1	0.987	4.31E-73	heterogeneous nuclear ribonucleoprotein R isoform X1	spu:588503
23901	LOC589410	2.02E-18	0.772336257	0.271	0.091	4.42E-14	nucleolar MIF4G domain-containing protein 1	spu:589410
19044	LOC578813	2.85E-19	0.771360341	0.627	0.433	6.22E-15	ATP-dependent RNA helicase dbp2 isoform X1	spu:578813
24282	LOC590272	8.15E-14	0.771038205	0.482	0.316	1.78E-09	protein AF-10 isoform X2	spu:590272
25375	LOC592738	3.26E-34	0.770816354	0.964	0.853	7.11E-30	40S ribosomal protein S24	spu:592738
21448	LOC583495	2.14E-24	0.770714127	0.91	0.777	4.67E-20	40S ribosomal protein S4	spu:583495
18775	LOC578296	2.78E-13	0.76872912	0.422	0.251	6.07E-09	NF-kappa-B-activating protein	spu:578296
16610	LOC373434	5.95E-18	0.7663409	0.295	0.109	1.30E-13	seawi	spu:373434
18546	LOC577880	4.74E-16	0.766332489	0.476	0.273	1.03E-11	bromodomain adjacent to zinc finger domain protein 2B isoform X1	spu:577880
24523	LOC590836	3.67E-71	0.762561796	0.265	0.028	8.00E-67	probable GPI-anchored adhesin-like protein PGA55	spu:590836
17578	LOC576144	2.57E-28	0.760431204	0.271	0.066	5.61E-24	importin subunit beta-1	spu:576144
20811	LOC582130	2.19E-22	0.759668457	0.771	0.598	4.77E-18	eukaryotic translation initiation factor 3 subunit C	spu:582130
18335	LOC577510	3.00E-17	0.758564889	0.608	0.431	6.54E-13	centrosome-associated protein 350 isoform X1	spu:577510
20191	LOC580957	3.23E-47	0.757126952	0.982	0.93	7.04E-43	60S ribosomal protein L27	spu:580957
20627	LOC581803	1.95E-43	0.75688496	0.97	0.896	4.25E-39	60S ribosomal protein L11	spu:581803
4277	LOC105437259	2.48E-16	0.755887606	0.627	0.484	5.42E-12	transcriptional adapter 2-beta	spu:105437259
20585	LOC581723	7.23E-16	0.755246556	0.518	0.331	1.58E-11	regulator of nonsense transcripts 1	spu:581723
16468	LOC373183	1.20E-16	0.754920161	0.687	0.585	2.62E-12	40S ribosomal protein SA	spu:373183
28357	rps14	1.70E-33	0.751084867	0.94	0.867	3.71E-29	NA	NA
21634	LOC583913	9.30E-24	0.747398608	0.765	0.596	2.03E-19	pre-mRNA-splicing factor SYF2 isoform X2	spu:583913
23795	LOC589170	5.78E-22	0.744325179	0.729	0.54	1.26E-17	inhibitor of growth protein 4 isoform X1	spu:589170
22007	LOC584816	3.48E-14	0.744151049	0.434	0.244	7.59E-10	rho guanine nucleotide exchange factor 3 isoform X1	spu:584816
18662	LOC578080	1.29E-11	0.742719107	0.404	0.247	2.82E-07	rac GTPase-activating protein 1 isoform X1	spu:578080
23833	LOC589247	9.54E-18	0.742644627	0.765	0.668	2.08E-13	AT-rich interactive domain-containing protein 4A	spu:589247
21751	LOC584197	2.34E-13	0.739934186	0.434	0.257	5.11E-09	uncharacterized protein LOC584197	spu:584197
22668	LOC586410	3.31E-31	0.738738918	0.898	0.805	7.23E-27	co-chaperone protein daf-41	spu:586410
21187	LOC582919	6.01E-14	0.737504925	0.392	0.21	1.31E-09	U3 small nucleolar RNA-interacting protein 2 isoform X1	spu:582919
26894	LOC754248	5.48E-12	0.736794033	0.524	0.378	1.20E-07	NA	NA
25484	LOC592965	2.66E-35	0.736747247	0.916	0.836	5.81E-31	60S ribosomal protein L44	spu:592965
17571	LOC576136	3.27E-15	0.733677232	0.542	0.373	7.13E-11	SWI/SNF complex subunit SMARCC2 isoform X1	spu:576136
25798	LOC593744	4.72E-31	0.733674128	0.928	0.847	1.03E-26	40S ribosomal protein S3	spu:593744
429	LOC100888414	5.65E-20	0.733266789	0.277	0.09	1.23E-15	uncharacterized protein C8orf48 homolog isoform X1	spu:100888414
21138	LOC582823	5.33E-07	0.733079535	0.53	0.449	0.011626554	60S ribosomal protein L10	spu:582823
19194	LOC579091	2.62E-15	0.732207421	0.313	0.131	5.72E-11	kinesin-like protein KIF20B isoform X1	spu:579091
4779	LOC105438521	9.99E-14	0.731577614	0.331	0.157	2.18E-09	pre-mRNA-splicing factor CWC22 homolog	spu:105438521
23761	LOC589085	1.35E-38	0.731058294	0.958	0.868	2.94E-34	60S ribosomal protein L31	spu:589085
28171	LOC764523	5.62E-13	0.724626231	0.446	0.275	1.23E-08	protein 4.1 isoform X1	spu:764523
27248	LOC755970	5.61E-12	0.724041914	0.711	0.636	1.22E-07	NA	NA
16602	LOC373418	9.26E-35	0.722711631	0.886	0.703	2.02E-30	ras-related protein ORAB-1 isoform X2	spu:373418
21142	LOC582833	6.61E-12	0.720254597	0.5	0.354	1.44E-07	titin	spu:582833
17118	LOC575292	7.66E-15	0.717234397	0.536	0.359	1.67E-10	HMG box-containing protein 4 isoform X1	spu:575292
23246	LOC587806	3.35E-15	0.717186282	0.307	0.129	7.31E-11	BUD13 homolog	spu:587806
18594	LOC577957	2.33E-10	0.713823872	0.361	0.21	5.08E-06	sarcolemmal membrane-associated protein isoform X1	spu:577957
21916	LOC584560	2.71E-46	0.710499148	1	0.938	5.92E-42	60S ribosomal protein L37a	spu:584560
17352	LOC575733	3.31E-24	0.710469012	0.886	0.733	7.22E-20	MAP kinase-interacting serine/threonine-protein kinase 1	spu:575733
16775	LOC574675	3.61E-17	0.709333171	0.602	0.42	7.88E-13	LOW QUALITY PROTEIN: FAS-associated factor 2	spu:574675
7957	LOC105446793	1.85E-16	0.709241953	0.639	0.506	4.03E-12	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like	spu:105446793
21248	LOC583044	3.11E-13	0.706906731	0.289	0.128	6.79E-09	E3 ubiquitin-protein ligase ZNF598	spu:583044
22013	LOC584837	6.59E-12	0.706089596	0.548	0.428	1.44E-07	histone lysine demethylase PHF8 isoform X1	spu:584837
22273	LOC585461	2.00E-47	0.704292518	0.988	0.895	4.36E-43	ubiquitin-conjugating enzyme E2 R2	spu:585461
517	LOC100888549	4.18E-15	0.703383774	0.488	0.295	9.12E-11	protein cramped-like	spu:100888549
18167	LOC577224	1.84E-15	0.702748426	0.645	0.528	4.02E-11	CREB-binding protein isoform X5	spu:577224
18529	LOC577852	2.35E-39	0.702074175	0.97	0.9	5.12E-35	60S ribosomal protein L30 isoform X2	spu:577852
19945	LOC580462	4.78E-32	0.700730901	0.934	0.856	1.04E-27	LOW QUALITY PROTEIN: 40S ribosomal protein S10	spu:580462
23785	LOC589147	1.11E-10	0.699867319	0.373	0.225	2.43E-06	SUMO-conjugating enzyme UBC9	spu:589147
19418	LOC579500	1.06E-13	0.699703596	0.331	0.156	2.31E-09	F-actin-capping protein subunit beta	spu:579500
21807	LOC584338	1.96E-13	0.698918308	0.584	0.461	4.28E-09	LOW QUALITY PROTEIN: splicing regulatory glutamine/lysine-rich protein 1	spu:584338
17767	LOC576487	1.51E-12	0.696876001	0.542	0.406	3.29E-08	zinc finger RNA-binding protein isoform X1	spu:576487
25602	LOC593222	8.32E-21	0.69499062	0.88	0.764	1.81E-16	NA	NA
27010	LOC754700	7.87E-14	0.694415263	0.277	0.115	1.72E-09	regulator of chromosome condensation	spu:754700
24951	LOC591809	5.35E-30	0.690448263	0.97	0.891	1.17E-25	60S ribosomal protein L35	spu:591809
28356	rpl36	2.36E-36	0.690048178	0.976	0.864	5.15E-32	NA	NA
4114	LOC105436830	9.64E-14	0.689273362	0.392	0.205	2.10E-09	NA	NA
5884	LOC105441354	1.93E-14	0.688975383	0.283	0.116	4.20E-10	NA	NA
18484	LOC577783	6.31E-12	0.688221297	0.458	0.303	1.38E-07	"aconitate hydratase, mitochondrial isoform X1"	spu:577783
26539	LOC753029	7.06E-10	0.687488914	0.313	0.172	1.54E-05	parafibromin	spu:753029
840	LOC100889084	5.75E-12	0.687297575	0.398	0.235	1.25E-07	NA	NA
16510	LOC373246	1.81E-37	0.687041951	0.97	0.898	3.94E-33	60S ribosomal protein L18	spu:373246
18839	LOC578409	3.25E-10	0.684390122	0.482	0.352	7.10E-06	uncharacterized protein LOC578409	spu:578409
5474	LOC105440217	3.75E-22	0.683857996	0.928	0.857	8.18E-18	"LOW QUALITY PROTEIN: histone H3, embryonic"	spu:105440217
24834	LOC591582	1.71E-44	0.683200138	0.988	0.934	3.74E-40	probable 60S ribosomal protein L37-A isoform X1	spu:591582
19326	LOC579327	1.57E-10	0.681026407	0.488	0.362	3.43E-06	NA	NA
28358	rps15a	3.88E-44	0.680441124	1	0.947	8.47E-40	NA	NA
23639	LOC588782	3.90E-15	0.678869834	0.398	0.201	8.50E-11	"serine--tRNA ligase, cytoplasmic"	spu:588782
21888	LOC584503	3.42E-14	0.678159348	0.476	0.284	7.47E-10	"spectrin beta chain, non-erythrocytic 1 isoform X1"	spu:584503
24984	LOC591874	1.31E-41	0.677513522	0.988	0.917	2.86E-37	60S ribosomal protein L9	spu:591874
19156	LOC579026	1.98E-40	0.675163875	0.988	0.932	4.33E-36	40S ribosomal protein S11	spu:579026
18591	LOC577954	3.44E-13	0.672420397	0.554	0.406	7.51E-09	ribosome biogenesis protein NSA2 homolog	spu:577954
19464	LOC579592	7.26E-11	0.67218461	0.416	0.255	1.59E-06	centrosomal protein of 164 kDa isoform X1	spu:579592
21003	LOC582506	7.67E-12	0.670024932	0.38	0.214	1.67E-07	OTU domain-containing protein 5-B isoform X2	spu:582506
22763	LOC586618	2.75E-10	0.665437918	0.398	0.251	5.99E-06	WW domain-binding protein 11	spu:586618
1919	LOC100890824	4.93E-15	0.664049453	0.44	0.221	1.08E-10	RNA binding protein fox-1 homolog 3 isoform X1	spu:100890824
18536	LOC577863	6.79E-12	0.663648407	0.337	0.176	1.48E-07	dnaJ homolog subfamily C member 21 isoform X1	spu:577863
24805	LOC591524	9.30E-09	0.663549377	0.325	0.195	0.00020306	LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 1	spu:591524
21622	LOC583874	4.83E-13	0.663135896	0.373	0.191	1.05E-08	importin subunit alpha-1 isoform X1	spu:583874
25407	LOC592801	2.51E-26	0.662739657	0.91	0.795	5.48E-22	translation elongation factor 2	spu:592801
21032	LOC582580	4.61E-07	0.662470413	0.367	0.259	0.010066682	NA	NA
27817	LOC763313	8.26E-20	0.660166316	0.813	0.747	1.80E-15	12 kDa FK506-binding protein	spu:763313
16945	LOC574996	1.97E-12	0.658001017	0.416	0.249	4.29E-08	UPF0472 protein C16orf72 homolog	spu:574996
19180	LOC579068	2.11E-16	0.656263538	0.277	0.102	4.60E-12	ketimine reductase mu-crystallin isoform X1	spu:579068
18636	LOC578034	6.66E-38	0.655367693	0.994	0.936	1.45E-33	ribosomal protein L21-like	spu:578034
25071	LOC592065	2.06E-17	0.653590366	0.795	0.708	4.49E-13	plasminogen activator inhibitor 1 RNA-binding protein isoform X1	spu:592065
26634	LOC753380	1.99E-20	0.652226345	0.771	0.627	4.34E-16	selenoprotein S	spu:753380
27886	LOC763515	4.56E-15	0.652215321	0.277	0.107	9.94E-11	AP-3 complex subunit delta-1 isoform X1	spu:763515
3013	LOC100892660	2.97E-16	0.651991206	0.265	0.094	6.48E-12	NA	NA
6	HDAC1	4.81E-17	0.65065454	0.681	0.546	1.05E-12	NA	NA
18103	LOC577120	1.73E-09	0.649372139	0.277	0.141	3.78E-05	THAP domain-containing protein 5	spu:577120
18965	LOC578650	6.03E-09	0.647452673	0.416	0.283	0.000131697	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:578650
23498	LOC588463	1.10E-09	0.646203538	0.44	0.304	2.41E-05	metal regulatory transcription factor 1	spu:588463
28168	LOC764515	4.12E-12	0.646127822	0.398	0.227	9.00E-08	upstream activation factor subunit spp27	spu:764515
25033	LOC591988	8.47E-10	0.641003915	0.253	0.119	1.85E-05	ankycorbin	spu:591988
25283	LOC592537	2.02E-10	0.640908636	0.398	0.243	4.41E-06	macoilin	spu:592537
24742	LOC591382	1.67E-10	0.640812317	0.373	0.22	3.64E-06	PIN2/TERF1-interacting telomerase inhibitor 1	spu:591382
17533	LOC576066	7.59E-09	0.64080182	0.307	0.173	0.000165564	dual specificity mitogen-activated protein kinase kinase 1 isoform X2	spu:576066
26314	LOC752328	1.32E-31	0.639486836	0.976	0.869	2.88E-27	NA	NA
16914	LOC574929	7.69E-13	0.636584261	0.633	0.529	1.68E-08	uncharacterized protein LOC574929	spu:574929
28031	LOC763990	3.13E-08	0.635549702	0.44	0.331	0.000682275	NA	NA
22827	LOC586769	3.75E-34	0.635137901	0.982	0.848	8.19E-30	60S ribosomal protein L17	spu:586769
25347	LOC592668	5.39E-25	0.627162338	0.934	0.812	1.18E-20	40S ribosomal protein S5	spu:592668
195	LOC100888025	1.33E-09	0.62705089	0.554	0.469	2.91E-05	male-specific lethal 1-like 1	spu:100888025
16793	LOC574702	1.24E-10	0.626325006	0.512	0.383	2.70E-06	CCR4-NOT transcription complex subunit 4 isoform X1	spu:574702
18743	LOC578228	5.77E-11	0.624979472	0.343	0.189	1.26E-06	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	spu:578228
23178	LOC587667	5.00E-10	0.624016031	0.476	0.349	1.09E-05	protein max isoform X1	spu:587667
21281	LOC583101	1.03E-14	0.621036722	0.741	0.652	2.26E-10	endothelial differentiation-related factor 1	spu:583101
20960	LOC582414	3.61E-09	0.62045227	0.313	0.174	7.89E-05	serine/arginine repetitive matrix protein 2	spu:582414
20551	LOC581660	6.06E-12	0.616589175	0.295	0.139	1.32E-07	centromere protein K	spu:581660
19401	LOC579470	2.75E-11	0.614172332	0.548	0.428	6.00E-07	lysine-specific demethylase 4A isoform X1	spu:579470
18701	LOC578151	2.42E-27	0.613611899	0.964	0.908	5.27E-23	NA	NA
4986	LOC105439049	6.47E-09	0.610873106	0.476	0.365	0.000141204	NA	NA
19941	LOC580457	6.74E-12	0.610497469	0.524	0.373	1.47E-07	F-box only protein 11 isoform X1	spu:580457
24145	LOC589947	2.65E-09	0.609568884	0.253	0.123	5.77E-05	cAMP-dependent protein kinase catalytic subunit 1	spu:589947
22556	LOC586140	4.74E-07	0.605911781	0.38	0.276	0.010348693	protein Red	spu:586140
19308	LOC579300	5.94E-28	0.605379317	0.988	0.912	1.30E-23	NA	NA
28359	Sp-Smad2/3	2.26E-10	0.605051639	0.313	0.164	4.92E-06	NA	NA
16972	LOC575041	1.37E-07	0.604633949	0.548	0.487	0.002983301	actin cytoskeleton-regulatory complex protein pan1	spu:575041
20751	LOC582022	3.44E-10	0.602901662	0.277	0.136	7.51E-06	serine/threonine-protein kinase N2 isoform X1	spu:582022
